,target
2998,0
2999,1
3000,0
3001,1
3002,0
3003,1
3004,1
3005,1
3006,0
3007,1
3008,1
3009,1
3010,0
3011,0
3012,1
3013,1
3014,1
3015,1
3016,1
3017,1
3018,1
3019,0
3020,1
3021,1
3022,0
3023,1
3024,1
3025,1
3026,0
3027,0
3028,0
3029,0
3030,0
3031,0
3032,0
3033,0
3034,0
3035,1
3036,0
3037,1
3038,1
3039,1
3040,0
3041,0
3042,1
3043,0
3044,1
3045,0
3046,0
3047,1
3048,0
3049,0
3050,0
3051,1
3052,0
3053,1
3054,1
3055,0
3056,0
3057,0
3058,0
3059,1
3060,1
3061,1
3062,0
3063,1
3064,1
3065,1
3066,1
3067,0
3068,1
3069,1
3070,0
3071,1
3072,0
3073,0
3074,0
3075,0
3076,1
3077,1
3078,1
3079,0
3080,1
3081,0
3082,0
3083,0
3084,1
3085,1
3086,0
3087,0
3088,0
3089,0
3090,0
3091,0
3092,1
3093,0
3094,1
3095,1
3096,1
3097,0
3098,1
3099,0
3100,0
3101,1
3102,1
3103,0
3104,0
3105,0
3106,0
3107,1
3108,0
3109,0
3110,1
3111,0
3112,1
3113,0
3114,0
3115,0
3116,0
3117,0
3118,1
3119,0
3120,1
3121,0
3122,0
3123,0
3124,0
3125,0
3126,0
3127,1
3128,1
3129,0
3130,0
3131,1
3132,0
3133,0
3134,0
3135,1
3136,0
3137,1
3138,0
3139,0
3140,1
3141,1
3142,1
3143,0
3144,0
3145,1
3146,1
3147,0
3148,1
3149,0
3150,1
3151,0
3152,0
3153,0
3154,1
3155,1
3156,1
3157,1
3158,0
3159,0
3160,0
3161,1
3162,0
3163,0
3164,1
3165,1
3166,0
3167,0
3168,1
3169,0
3170,0
3171,0
3172,0
3173,0
3174,0
3175,1
3176,0
3177,1
3178,1
3179,1
3180,0
3181,1
3182,0
3183,0
3184,0
3185,0
3186,1
3187,1
3188,1
3189,1
3190,1
3191,0
3192,1
3193,0
3194,0
3195,1
3196,1
3197,0
3198,1
3199,0
3200,0
3201,1
3202,1
3203,1
3204,1
3205,0
3206,0
3207,0
3208,1
3209,0
3210,1
3211,0
3212,0
3213,1
3214,1
3215,0
3216,0
3217,1
3218,1
3219,0
3220,0
3221,0
3222,1
3223,1
3224,0
3225,1
3226,1
3227,0
3228,1
3229,0
3230,0
3231,0
3232,0
3233,1
3234,1
3235,1
3236,0
3237,1
3238,1
3239,1
3240,0
3241,0
3242,1
3243,1
3244,0
3245,1
3246,0
3247,1
3248,0
3249,0
3250,1
3251,1
3252,0
3253,0
3254,0
3255,0
3256,1
3257,1
3258,1
3259,0
3260,0
3261,0
3262,0
3263,0
3264,1
3265,0
3266,1
3267,1
3268,0
3269,0
3270,1
3271,1
3272,1
3273,1
3274,1
3275,0
3276,0
3277,1
3278,0
3279,0
3280,0
3281,1
3282,1
3283,1
3284,1
3285,1
3286,1
3287,1
3288,0
3289,1
3290,1
3291,0
3292,1
3293,0
3294,1
3295,1
3296,0
3297,0
3298,1
3299,1
3300,1
3301,0
3302,1
3303,0
3304,1
3305,0
3306,0
3307,0
3308,0
3309,0
3310,0
3311,0
3312,1
3313,0
3314,1
3315,1
3316,0
3317,0
3318,1
3319,1
3320,1
3321,0
3322,0
3323,0
3324,1
3325,1
3326,0
3327,1
3328,1
3329,1
3330,0
3331,0
3332,1
3333,1
3334,1
3335,0
3336,1
3337,0
3338,1
3339,0
3340,0
3341,1
3342,0
3343,1
3344,1
3345,0
3346,0
3347,1
3348,1
3349,1
3350,1
3351,1
3352,1
3353,1
3354,1
3355,0
3356,0
3357,1
3358,1
3359,1
3360,1
3361,1
3362,0
3363,1
3364,0
3365,0
3366,0
3367,1
3368,1
3369,0
3370,1
3371,0
3372,1
3373,0
3374,1
3375,1
3376,1
3377,0
3378,1
3379,0
3380,0
3381,1
3382,1
3383,0
3384,1
3385,0
3386,0
3387,1
3388,0
3389,0
3390,1
3391,0
3392,0
3393,0
3394,1
3395,0
3396,0
3397,1
3398,0
3399,0
3400,0
3401,1
3402,0
3403,1
3404,0
3405,1
3406,0
3407,1
3408,0
3409,1
3410,0
3411,1
3412,1
3413,1
3414,1
3415,1
3416,1
3417,0
3418,1
3419,0
3420,1
3421,1
3422,1
3423,1
3424,1
3425,1
3426,0
3427,1
3428,1
3429,1
3430,1
3431,1
3432,1
3433,0
3434,0
3435,0
3436,0
3437,1
3438,0
3439,0
3440,0
3441,1
3442,1
3443,0
3444,0
3445,1
3446,1
3447,1
3448,1
3449,0
3450,1
3451,0
3452,0
3453,0
3454,0
3455,0
3456,1
3457,1
3458,1
3459,1
3460,0
3461,0
3462,1
3463,0
3464,0
3465,1
3466,0
3467,1
3468,1
3469,1
3470,0
3471,0
3472,0
3473,1
3474,1
3475,1
3476,0
3477,0
3478,0
3479,1
3480,0
3481,0
3482,0
3483,0
3484,1
3485,0
3486,0
3487,0
3488,1
3489,0
3490,0
3491,0
3492,1
3493,0
3494,1
3495,1
3496,1
3497,0
3498,1
3499,0
3500,1
3501,0
3502,1
3503,0
3504,1
3505,1
3506,0
3507,1
3508,0
3509,0
3510,0
3511,1
3512,0
3513,1
3514,1
3515,1
3516,1
3517,1
3518,0
3519,0
3520,0
3521,0
3522,0
3523,1
3524,1
3525,1
3526,0
3527,1
3528,1
3529,1
3530,0
3531,1
3532,0
3533,1
3534,1
3535,0
3536,1
3537,0
3538,1
3539,0
3540,1
3541,1
3542,0
3543,0
3544,1
3545,0
3546,0
3547,1
3548,1
3549,0
3550,0
3551,0
3552,1
3553,1
3554,0
3555,1
3556,1
3557,0
3558,0
3559,1
3560,1
3561,1
3562,0
3563,0
3564,1
3565,1
3566,1
3567,0
3568,1
3569,1
3570,1
3571,0
3572,0
3573,1
3574,0
3575,0
3576,0
3577,0
3578,0
3579,1
3580,0
3581,0
3582,1
3583,0
3584,0
3585,1
3586,0
3587,1
3588,0
3589,0
3590,0
3591,1
3592,1
3593,1
3594,0
3595,1
3596,1
3597,1
3598,0
3599,1
3600,1
3601,1
3602,0
3603,0
3604,0
3605,1
3606,0
3607,0
3608,1
3609,1
3610,1
3611,1
3612,0
3613,0
3614,0
3615,0
3616,1
3617,0
3618,0
3619,0
3620,0
3621,0
3622,1
3623,1
3624,1
3625,0
3626,1
3627,0
3628,1
3629,0
3630,1
3631,0
3632,0
3633,0
3634,1
3635,1
3636,1
3637,0
3638,1
3639,0
3640,1
3641,1
3642,1
3643,0
3644,1
3645,0
3646,1
3647,0
3648,1
3649,0
3650,0
3651,1
3652,0
3653,0
3654,0
3655,0
3656,1
3657,0
3658,1
3659,1
3660,1
3661,1
3662,1
3663,0
3664,1
3665,1
3666,0
3667,1
3668,0
3669,1
3670,1
3671,1
3672,0
3673,1
3674,1
3675,1
3676,0
3677,1
3678,0
3679,0
3680,1
3681,1
3682,0
3683,0
3684,0
3685,1
3686,1
3687,1
3688,1
3689,1
3690,0
3691,1
3692,1
3693,1
3694,0
3695,1
3696,0
3697,1
3698,1
3699,1
3700,1
3701,1
3702,1
3703,0
3704,0
3705,1
3706,1
3707,1
3708,0
3709,1
3710,0
3711,0
3712,0
3713,0
3714,1
3715,0
3716,1
3717,1
3718,0
3719,0
3720,0
3721,1
3722,0
3723,0
3724,0
3725,0
3726,1
3727,1
3728,0
3729,0
3730,1
3731,1
3732,0
3733,1
3734,1
3735,1
3736,1
3737,0
3738,1
3739,1
3740,0
3741,1
3742,0
3743,1
3744,1
3745,0
3746,0
3747,1
3748,0
3749,0
3750,1
3751,1
3752,1
3753,1
3754,0
3755,0
3756,1
3757,1
3758,1
3759,1
3760,1
3761,0
3762,0
3763,1
3764,1
3765,1
3766,0
3767,0
3768,1
3769,1
3770,1
3771,1
3772,0
3773,1
3774,0
3775,1
3776,0
3777,1
3778,0
3779,1
3780,1
3781,1
3782,0
3783,0
3784,0
3785,1
3786,1
3787,1
3788,1
3789,1
3790,0
3791,0
3792,0
3793,1
3794,0
3795,0
3796,0
3797,0
3798,1
3799,0
3800,1
3801,1
3802,0
3803,0
3804,1
3805,0
3806,0
3807,1
3808,1
3809,1
3810,0
3811,0
3812,0
3813,0
3814,0
3815,0
3816,1
3817,0
3818,0
3819,0
3820,1
3821,1
3822,1
3823,0
3824,1
3825,0
3826,1
3827,0
3828,1
3829,0
3830,0
3831,0
3832,0
3833,1
3834,0
3835,1
3836,1
3837,0
3838,0
3839,0
3840,0
3841,1
3842,1
3843,0
3844,1
3845,1
3846,1
3847,1
3848,0
3849,0
3850,0
3851,1
3852,1
3853,0
3854,0
3855,0
3856,0
3857,0
3858,1
3859,1
3860,1
3861,0
3862,0
3863,0
3864,0
3865,0
3866,1
3867,1
3868,0
3869,1
3870,0
3871,0
3872,1
3873,0
3874,0
3875,0
3876,0
3877,0
3878,0
3879,1
3880,1
3881,1
3882,0
3883,0
3884,0
3885,1
3886,1
3887,0
3888,1
3889,1
3890,0
3891,1
3892,0
3893,1
3894,0
3895,1
3896,1
3897,0
3898,1
3899,1
3900,1
3901,0
3902,1
3903,0
3904,0
3905,0
3906,0
3907,1
3908,0
3909,1
3910,1
3911,0
3912,1
3913,1
3914,0
3915,1
3916,0
3917,1
3918,1
3919,1
3920,1
3921,1
3922,1
3923,1
3924,1
3925,0
3926,0
3927,1
3928,1
3929,1
3930,0
3931,1
3932,1
3933,1
3934,1
3935,1
3936,0
3937,0
3938,0
3939,1
3940,1
3941,0
3942,0
3943,0
3944,0
3945,0
3946,1
3947,1
3948,1
3949,0
3950,1
3951,0
3952,0
3953,0
3954,1
3955,1
3956,1
3957,1
3958,0
3959,0
3960,0
3961,1
3962,1
3963,0
3964,0
3965,1
3966,0
3967,0
3968,1
3969,0
3970,1
3971,0
3972,1
3973,0
3974,1
3975,1
3976,0
3977,1
3978,1
3979,0
3980,0
3981,0
3982,0
3983,1
3984,0
3985,1
3986,0
3987,1
3988,1
3989,1
3990,0
3991,1
3992,1
3993,1
3994,1
3995,1
3996,0
3997,1
3998,0
3999,1
4000,1
4001,0
4002,0
4003,0
4004,1
4005,0
4006,1
4007,1
4008,1
4009,1
4010,0
4011,0
4012,1
4013,0
4014,0
4015,0
4016,0
4017,1
4018,1
4019,1
4020,0
4021,1
4022,0
4023,0
4024,1
4025,0
4026,1
4027,1
4028,0
4029,1
4030,1
4031,1
4032,1
4033,0
4034,1
4035,1
4036,0
4037,1
4038,1
4039,1
4040,0
4041,0
4042,1
4043,1
4044,1
4045,1
4046,1
4047,0
4048,1
4049,0
4050,1
4051,1
4052,0
4053,0
4054,1
4055,1
4056,0
4057,0
4058,0
4059,0
4060,1
4061,0
4062,0
4063,0
4064,0
4065,0
4066,1
4067,0
4068,0
4069,1
4070,1
4071,1
4072,1
4073,1
4074,1
4075,1
4076,1
4077,1
4078,0
4079,1
4080,1
4081,0
4082,0
4083,0
4084,1
4085,0
4086,0
4087,0
4088,1
4089,1
4090,1
4091,1
4092,1
4093,1
4094,0
4095,1
4096,1
4097,0
4098,1
4099,1
4100,0
4101,0
4102,1
4103,1
4104,1
4105,1
4106,1
4107,0
4108,1
4109,1
4110,1
4111,0
4112,1
4113,0
4114,0
4115,0
4116,0
4117,1
4118,1
4119,1
4120,0
4121,0
4122,0
4123,0
4124,0
4125,1
4126,1
4127,0
4128,0
4129,0
4130,0
4131,1
4132,1
4133,1
4134,0
4135,0
4136,1
4137,1
4138,1
4139,0
4140,1
4141,0
4142,0
4143,1
4144,1
4145,0
4146,0
4147,0
4148,1
4149,1
4150,1
4151,1
4152,0
4153,1
4154,1
4155,0
4156,0
4157,1
4158,1
4159,1
4160,1
4161,1
4162,0
4163,0
4164,1
4165,0
4166,1
4167,1
4168,0
4169,0
4170,0
4171,0
4172,0
4173,1
4174,0
4175,1
4176,0
4177,0
4178,1
4179,0
4180,1
4181,1
4182,1
4183,1
4184,1
4185,1
4186,1
4187,1
4188,0
4189,0
4190,1
4191,1
4192,0
4193,1
4194,1
4195,1
4196,1
4197,1
4198,0
4199,1
4200,1
4201,0
4202,0
4203,0
4204,0
4205,0
4206,1
4207,1
4208,1
4209,0
4210,0
4211,1
4212,1
4213,1
4214,1
4215,0
4216,0
4217,0
4218,1
4219,1
4220,1
4221,1
4222,1
4223,0
4224,1
4225,1
4226,1
4227,0
4228,1
4229,1
4230,0
4231,0
4232,0
4233,1
4234,1
4235,0
4236,0
4237,0
4238,0
4239,1
4240,1
4241,0
4242,1
4243,1
4244,0
4245,1
4246,1
4247,1
4248,1
4249,0
4250,0
4251,1
4252,0
4253,1
4254,0
4255,0
4256,1
4257,0
4258,0
4259,0
4260,0
4261,0
4262,0
4263,1
4264,1
4265,0
4266,0
4267,1
4268,0
4269,0
4270,1
4271,1
4272,0
4273,1
4274,0
4275,0
4276,0
4277,0
4278,0
4279,1
4280,0
4281,0
4282,0
4283,1
4284,1
4285,0
4286,0
4287,1
4288,0
4289,0
4290,0
4291,0
4292,1
4293,1
4294,1
4295,1
4296,0
4297,1
4298,1
4299,1
4300,0
4301,1
4302,1
4303,0
4304,0
4305,0
4306,0
4307,1
4308,0
4309,0
4310,1
4311,0
4312,0
4313,1
4314,1
4315,0
4316,1
4317,0
4318,1
4319,0
4320,1
4321,1
4322,0
4323,1
4324,0
4325,0
4326,1
4327,0
4328,0
4329,1
4330,1
4331,1
4332,0
4333,0
4334,0
4335,0
4336,0
4337,0
4338,1
4339,1
4340,0
4341,1
4342,1
4343,0
4344,0
4345,1
4346,0
4347,0
4348,1
4349,1
4350,1
4351,1
4352,0
4353,0
4354,1
4355,1
4356,0
4357,0
4358,0
4359,0
4360,0
4361,0
4362,1
4363,0
4364,1
4365,0
4366,1
4367,1
4368,1
4369,1
4370,1
4371,0
4372,1
4373,1
4374,0
4375,1
4376,0
4377,1
4378,0
4379,0
4380,0
4381,1
4382,1
4383,1
4384,0
4385,0
4386,1
4387,0
4388,0
4389,0
4390,0
4391,0
4392,1
4393,1
4394,1
4395,0
4396,0
4397,0
4398,0
4399,1
4400,1
4401,1
4402,1
4403,1
4404,0
4405,0
4406,0
4407,0
4408,0
4409,0
4410,1
4411,1
4412,0
4413,0
4414,0
4415,0
4416,1
4417,1
4418,1
4419,0
4420,0
4421,1
4422,1
4423,1
4424,1
4425,0
4426,0
4427,1
4428,0
4429,0
4430,0
4431,0
4432,1
4433,0
4434,0
4435,0
4436,0
4437,1
4438,1
4439,0
4440,1
4441,1
4442,1
4443,0
4444,1
4445,0
4446,0
4447,0
4448,0
4449,0
4450,1
4451,1
4452,0
4453,0
4454,0
4455,1
4456,0
4457,1
4458,0
4459,0
4460,0
4461,0
4462,0
4463,1
4464,1
4465,1
4466,1
4467,0
4468,1
4469,0
4470,1
4471,1
4472,0
4473,1
4474,1
4475,1
4476,0
4477,0
4478,0
4479,1
4480,1
4481,0
4482,1
4483,0
4484,1
4485,1
4486,1
4487,1
4488,1
4489,0
4490,1
4491,0
4492,1
4493,1
4494,1
4495,1
4496,0
4497,1
4498,1
4499,0
4500,1
4501,1
4502,1
4503,1
4504,1
4505,0
4506,0
4507,0
4508,0
4509,1
4510,1
4511,1
4512,0
4513,1
4514,0
4515,1
4516,1
4517,0
4518,0
4519,1
4520,0
4521,1
4522,0
4523,1
4524,1
4525,1
4526,1
4527,0
4528,1
4529,0
4530,0
4531,0
4532,0
4533,1
4534,0
4535,0
4536,0
4537,1
4538,0
4539,1
4540,1
4541,1
4542,1
4543,1
4544,0
4545,0
4546,1
4547,1
4548,1
4549,0
4550,1
4551,0
4552,0
4553,1
4554,0
4555,0
4556,0
4557,0
4558,0
4559,0
4560,0
4561,0
4562,0
4563,1
4564,1
4565,0
4566,1
4567,1
4568,0
4569,1
4570,0
4571,0
4572,1
4573,1
4574,0
4575,0
4576,0
4577,0
4578,1
4579,1
4580,1
4581,1
4582,1
4583,1
4584,0
4585,1
4586,1
4587,0
4588,0
4589,1
4590,0
4591,0
4592,1
4593,1
4594,1
4595,0
4596,0
4597,1
4598,0
4599,1
4600,1
4601,1
4602,1
4603,1
4604,1
4605,0
4606,1
4607,0
4608,0
4609,1
4610,1
4611,1
4612,0
4613,1
4614,0
4615,1
4616,1
4617,1
4618,0
4619,0
4620,0
4621,1
4622,0
4623,1
4624,0
4625,1
4626,1
4627,0
4628,1
4629,1
4630,0
4631,1
4632,1
4633,1
4634,1
4635,1
4636,1
4637,1
4638,1
4639,1
4640,0
4641,1
4642,1
4643,0
4644,1
4645,0
4646,1
4647,0
4648,1
4649,0
4650,1
4651,1
4652,0
4653,1
4654,0
4655,1
4656,0
4657,0
4658,1
4659,0
4660,1
4661,0
4662,0
4663,0
4664,1
4665,0
4666,0
4667,0
4668,0
4669,1
4670,1
4671,1
4672,0
4673,1
4674,0
4675,1
4676,0
4677,1
4678,1
4679,0
4680,0
4681,0
4682,1
4683,1
4684,1
4685,0
4686,0
4687,0
4688,0
4689,0
4690,0
4691,0
4692,1
4693,0
4694,1
4695,1
4696,0
4697,0
4698,0
4699,1
4700,1
4701,0
4702,0
4703,1
4704,1
4705,0
4706,0
4707,0
4708,1
4709,1
4710,0
4711,1
4712,1
4713,0
4714,1
4715,0
4716,0
4717,0
4718,1
4719,0
4720,0
4721,0
4722,0
4723,0
4724,0
4725,0
4726,0
4727,1
4728,1
4729,0
4730,0
4731,0
4732,1
4733,0
4734,1
4735,0
4736,0
4737,0
4738,0
4739,0
4740,1
4741,0
4742,0
4743,0
4744,1
4745,1
4746,1
4747,1
4748,0
4749,1
4750,0
4751,1
4752,1
4753,1
4754,0
4755,1
4756,0
4757,1
4758,1
4759,1
4760,0
4761,1
4762,1
4763,0
4764,1
4765,1
4766,0
4767,1
4768,1
4769,0
4770,0
4771,1
4772,1
4773,1
4774,1
4775,0
4776,0
4777,1
4778,0
4779,1
4780,1
4781,0
4782,0
4783,1
4784,0
4785,0
4786,0
4787,0
4788,0
4789,0
4790,0
4791,1
4792,1
4793,0
4794,0
4795,1
4796,0
4797,0
4798,1
4799,1
4800,1
4801,1
4802,1
4803,1
4804,0
4805,1
4806,0
4807,0
4808,1
4809,1
4810,1
4811,0
4812,1
4813,1
4814,0
4815,1
4816,1
4817,0
4818,1
4819,0
4820,0
4821,0
4822,0
4823,0
4824,0
4825,1
4826,1
4827,1
4828,0
4829,1
4830,1
4831,0
4832,0
4833,1
4834,0
4835,1
4836,1
4837,1
4838,1
4839,0
4840,1
4841,0
4842,0
4843,0
4844,0
4845,0
4846,1
4847,0
4848,1
4849,0
4850,0
4851,1
4852,1
4853,1
4854,0
4855,1
4856,1
4857,0
4858,0
4859,1
4860,1
4861,0
4862,1
4863,0
4864,0
4865,1
4866,1
4867,0
4868,1
4869,0
4870,1
4871,1
4872,1
4873,0
4874,1
4875,0
4876,0
4877,1
4878,0
4879,1
4880,1
4881,1
4882,1
4883,0
4884,0
4885,0
4886,0
4887,1
4888,1
4889,1
4890,0
4891,0
4892,0
4893,1
4894,1
4895,1
4896,1
4897,1
4898,0
4899,1
4900,0
4901,0
4902,1
4903,0
4904,0
4905,1
4906,0
4907,1
4908,1
4909,0
4910,0
4911,0
4912,0
4913,0
4914,0
4915,0
4916,0
4917,1
4918,0
4919,0
4920,1
4921,1
4922,0
4923,1
4924,1
4925,1
4926,1
4927,1
4928,0
4929,0
4930,1
4931,0
4932,0
4933,0
4934,0
4935,0
4936,1
4937,0
4938,0
4939,1
4940,0
4941,1
4942,1
4943,0
4944,1
4945,0
4946,1
4947,0
4948,1
4949,0
4950,0
4951,1
4952,1
4953,1
4954,0
4955,0
4956,0
4957,0
4958,0
4959,1
4960,0
4961,1
4962,1
4963,0
4964,1
4965,1
4966,1
4967,0
4968,0
4969,0
4970,1
4971,0
4972,0
4973,0
4974,0
4975,1
4976,1
4977,0
4978,0
4979,1
4980,1
4981,0
4982,1
4983,0
4984,0
4985,1
4986,1
4987,1
4988,0
4989,1
4990,1
4991,1
4992,0
4993,0
4994,1
4995,1
4996,0
4997,1
4998,0
4999,0
5000,0
5001,1
5002,0
5003,1
5004,1
5005,0
5006,1
5007,0
5008,1
5009,1
5010,0
5011,0
5012,0
5013,0
5014,1
5015,1
5016,0
5017,1
5018,1
5019,1
5020,0
5021,1
5022,0
5023,1
5024,0
5025,1
5026,1
5027,0
5028,1
5029,1
5030,1
5031,0
5032,0
5033,1
5034,1
5035,1
5036,0
5037,1
5038,0
5039,1
5040,0
5041,0
5042,1
5043,1
5044,0
5045,0
5046,1
5047,0
5048,1
5049,1
5050,1
5051,0
5052,0
5053,0
5054,0
5055,0
5056,1
5057,1
5058,1
5059,0
5060,1
5061,0
5062,1
5063,0
5064,1
5065,1
5066,1
5067,0
5068,1
5069,1
5070,0
5071,0
5072,0
5073,0
5074,0
5075,1
5076,1
5077,0
5078,1
5079,0
5080,1
5081,1
5082,0
5083,0
5084,0
5085,0
5086,1
5087,1
5088,1
5089,0
5090,0
5091,0
5092,1
5093,0
5094,0
5095,1
5096,0
5097,1
5098,1
5099,0
5100,1
5101,0
5102,1
5103,1
5104,0
5105,0
5106,1
5107,1
5108,0
5109,0
5110,1
5111,1
5112,1
5113,1
5114,0
5115,0
5116,0
5117,0
5118,0
5119,1
5120,0
5121,0
5122,1
5123,0
5124,1
5125,0
5126,1
5127,1
5128,0
5129,0
5130,1
5131,0
5132,1
5133,0
5134,1
5135,1
5136,1
5137,1
5138,0
5139,0
5140,0
5141,0
5142,0
5143,1
5144,1
5145,1
5146,1
5147,1
5148,1
5149,0
5150,1
5151,0
5152,0
5153,1
5154,1
5155,1
5156,1
5157,0
5158,0
5159,1
5160,0
5161,0
5162,1
5163,0
5164,0
5165,1
5166,1
5167,1
5168,1
5169,0
5170,1
5171,1
5172,1
5173,0
5174,1
5175,0
5176,0
5177,1
5178,0
5179,0
5180,1
5181,1
5182,0
5183,0
5184,0
5185,1
5186,1
5187,1
5188,1
5189,1
5190,1
5191,1
5192,1
5193,1
5194,1
5195,0
5196,0
5197,0
5198,0
5199,0
5200,1
5201,1
5202,1
5203,1
5204,0
5205,0
5206,1
5207,1
5208,0
5209,0
5210,0
5211,0
5212,0
5213,0
5214,1
5215,1
5216,0
5217,1
5218,1
5219,0
5220,1
5221,1
5222,0
5223,0
5224,0
5225,0
5226,0
5227,1
5228,1
5229,1
5230,0
5231,1
5232,1
5233,1
5234,0
5235,0
5236,0
5237,0
5238,0
5239,0
5240,0
5241,0
5242,1
5243,0
5244,0
5245,0
5246,1
5247,1
5248,0
5249,1
5250,0
5251,1
5252,1
5253,1
5254,0
5255,0
5256,0
5257,1
5258,0
5259,1
5260,1
5261,1
5262,1
5263,0
5264,0
5265,0
5266,1
5267,1
5268,1
5269,1
5270,1
5271,0
5272,0
5273,1
5274,0
5275,0
5276,0
5277,0
5278,0
5279,1
5280,1
5281,0
5282,0
5283,0
5284,1
5285,1
5286,1
5287,0
5288,1
5289,1
5290,0
5291,1
5292,1
5293,0
5294,0
5295,0
5296,0
5297,0
5298,0
5299,1
5300,0
5301,1
5302,0
5303,0
5304,1
5305,1
5306,1
5307,1
5308,1
5309,1
5310,1
5311,1
5312,0
5313,0
5314,1
5315,0
5316,1
5317,1
5318,1
5319,0
5320,0
5321,1
5322,0
5323,0
5324,0
5325,0
5326,1
5327,1
5328,0
5329,1
5330,1
5331,0
5332,0
5333,0
5334,0
5335,1
5336,1
5337,1
5338,0
5339,1
5340,1
5341,1
5342,1
5343,0
5344,1
5345,0
5346,1
5347,0
5348,1
5349,0
5350,0
5351,1
5352,1
5353,0
5354,0
5355,0
5356,0
5357,1
5358,1
5359,0
5360,1
5361,1
5362,0
5363,1
5364,1
5365,1
5366,0
5367,0
5368,0
5369,1
5370,1
5371,1
5372,0
5373,1
5374,1
5375,0
5376,1
5377,0
5378,1
5379,0
5380,0
5381,0
5382,1
5383,0
5384,0
5385,0
5386,1
5387,0
5388,0
5389,0
5390,1
5391,0
5392,0
5393,1
5394,0
5395,0
5396,0
5397,0
5398,1
5399,0
5400,0
5401,0
5402,1
5403,0
5404,0
5405,1
5406,1
5407,1
5408,0
5409,1
5410,1
5411,1
5412,1
5413,0
5414,0
5415,1
5416,1
5417,0
5418,0
5419,1
5420,0
5421,1
5422,1
5423,0
5424,1
5425,1
5426,1
5427,1
5428,0
5429,0
5430,1
5431,0
5432,1
5433,1
5434,1
5435,0
5436,0
5437,0
5438,1
5439,1
5440,0
5441,1
5442,0
5443,0
5444,0
5445,1
5446,0
5447,0
5448,1
5449,1
5450,1
5451,1
5452,0
5453,0
5454,0
5455,1
5456,0
5457,0
5458,1
5459,0
5460,0
5461,1
5462,0
5463,1
5464,0
5465,1
5466,1
5467,0
5468,1
5469,0
5470,1
5471,1
5472,0
5473,1
5474,0
5475,0
5476,0
5477,1
5478,1
5479,0
5480,1
5481,1
5482,1
5483,1
5484,1
5485,1
5486,1
5487,0
5488,1
5489,0
5490,0
5491,0
5492,1
5493,0
5494,1
5495,0
5496,1
5497,0
5498,1
5499,0
5500,1
5501,1
5502,1
5503,1
5504,1
5505,1
5506,0
5507,0
5508,1
5509,0
5510,0
5511,0
5512,0
5513,1
5514,1
5515,1
5516,1
5517,1
5518,0
5519,1
5520,1
5521,1
5522,1
5523,0
5524,1
5525,1
5526,1
5527,1
5528,1
5529,0
5530,1
5531,1
5532,1
5533,1
5534,0
5535,0
5536,0
5537,0
5538,0
5539,1
5540,1
5541,1
5542,1
5543,1
5544,0
5545,0
5546,1
5547,0
5548,0
5549,0
5550,1
5551,1
5552,1
5553,0
5554,1
5555,1
5556,1
5557,1
5558,1
5559,1
5560,1
5561,1
5562,0
5563,0
5564,1
5565,0
5566,1
5567,0
5568,0
5569,0
5570,1
5571,1
5572,1
5573,1
5574,0
5575,0
5576,0
5577,0
5578,0
5579,0
5580,0
5581,1
5582,0
5583,0
5584,0
5585,0
5586,1
5587,0
5588,1
5589,0
5590,0
5591,1
5592,1
5593,1
5594,0
5595,1
5596,0
5597,1
5598,1
5599,1
5600,1
5601,0
5602,0
5603,1
5604,0
5605,0
5606,1
5607,0
5608,1
5609,0
5610,1
5611,0
5612,1
5613,0
5614,1
5615,0
5616,1
5617,0
5618,0
5619,0
5620,1
5621,0
5622,1
5623,0
5624,0
5625,0
5626,0
5627,0
5628,1
5629,1
5630,0
5631,1
5632,1
5633,0
5634,1
5635,1
5636,0
5637,0
5638,1
5639,1
5640,0
5641,0
5642,1
5643,0
5644,1
5645,1
5646,1
5647,1
5648,0
5649,0
5650,0
5651,1
5652,1
5653,1
5654,0
5655,0
5656,0
5657,0
5658,0
5659,0
5660,1
5661,0
5662,0
5663,1
5664,0
5665,1
5666,0
5667,0
5668,0
5669,0
5670,0
5671,0
5672,1
5673,0
5674,0
5675,1
5676,0
5677,1
5678,0
5679,1
5680,0
5681,0
5682,1
5683,0
5684,0
5685,1
5686,1
5687,1
5688,0
5689,0
5690,0
5691,0
5692,0
5693,1
5694,0
5695,0
5696,1
5697,1
5698,0
5699,1
5700,1
5701,0
5702,1
5703,0
5704,0
5705,1
5706,1
5707,0
5708,0
5709,0
5710,1
5711,1
5712,1
5713,0
5714,1
5715,0
5716,1
5717,1
5718,0
5719,1
5720,1
5721,0
5722,1
5723,0
5724,1
5725,0
5726,1
5727,0
5728,1
5729,0
5730,1
5731,1
5732,0
5733,0
5734,0
5735,0
5736,0
5737,1
5738,0
5739,1
5740,1
5741,0
5742,0
5743,0
5744,0
5745,1
5746,0
5747,1
5748,1
5749,1
5750,1
5751,0
5752,0
5753,0
5754,1
5755,0
5756,1
5757,1
5758,0
5759,0
5760,0
5761,1
5762,0
5763,0
5764,1
5765,0
5766,1
5767,1
5768,0
5769,0
5770,0
5771,1
5772,0
5773,0
5774,1
5775,0
5776,1
5777,1
5778,0
5779,0
5780,0
5781,0
5782,0
5783,1
5784,1
5785,0
5786,1
5787,1
5788,0
5789,1
5790,0
5791,0
5792,1
5793,0
5794,1
5795,1
5796,0
